type,category,subcategory,priority,message
medical,medical,unconscious,2,Urgent medical situation here. going in n out of conciousness. stopped breathing. really urgent. Please send ambulance immediately.
medical,medical,heavy_bleeding,1,Need urgent medical assistance!. major blood loss. unconscious. labored breathing. situation bad. pls hurry.
medical,medical,unconscious,2,Emergency!. unconscious and not breathing. urgent asap. send help now.
medical,medical,heavy_bleeding,1,hlp. cant stop bleeding. respond asap.
disaster,utility,power_outage,4,Mayday mayday. electric grid down. send someone quick.
medical,medical,light_bleeding,3,need help asap. small wound bleeding. Patient is elderly man. confused. hurry pls. send amb now.
disaster,flooding,house_flooding,2,help!!. water coming through the doors. basement flooded. help needed now.
disaster,infrastructure_damage,bridge,3,emergency situation. bridge fell. Need help now.
disaster,infrastructure_damage,utility,2,emergency situation. infrastructure destroyed. over n out.
medical,medical,illness,2,SOS. cant breath good. Patient is infant. need attention now. respond asap.
disaster,fire,structural_fire,2,urgent. theres fire in the building. flames everywhere in building. Send emergency services.
disaster,utility,water_outage,2,urgent help needed. water out. no running h2o. Please send help immediately.
disaster,evacuation,voluntary,5,Emergency!. should we evacuate. Over and out.
disaster,structure_damage,light,4,urgent. minor damage building. light structural damage. help needed now.
medical,medical,illness,2,guy need help bad. suddenly became ill. shallow breathing. send help now.
disaster,other,,,need help now. pls send help asap.
disaster,structure_damage,light,4,help us. minor damage to building. Over and out.
disaster,fire,wildfire,1,need help now. flames spreading fast on hill. fire jumping trees. Need help now.
disaster,flooding,house_flooding,2,help us. house is flooding. house filling with water. pls respond.
medical,medical,heavy_bleeding,1,This is a medical emergency. lost alot of blood. Patient is elderly man. unresponsive. Need medical help urgently.
medical,medical,light_bleeding,3,Need urgent medical assistance!. cut needs stitches. unconscious. immediate response needed.
disaster,infrastructure_damage,bridge,3,hlp pls. bridge collapsed. pls send help asap.
disaster,missing_person,elderly,1,hlp pls. senior wandered off. Waiting for assistance.
medical,medical,light_bleeding,3,Someone is hurt!. slight bleeding. Patient is senior citizen. labored breathing. real bad. Please respond quickly.
medical,medical,injury,1,medical emerg. someones hurt idk how bad. Patient is middle-aged person. shallow breathing. Time is critical.
medical,medical,illness,2,pls help. allergic shock or smth. Patient is young adult. semi-conscious. getting worse fast. pls respond quick.
medical,medical,injury,1,Requesting immediate medical help. leg injury. Patient is middle-aged person. extremely urgent. help needed urgent.
medical,medical,light_bleeding,3,Urgent medical situation here. minor bleeding. responsive. send someone fast pls.
disaster,flooding,street_flooding,3,help us. streets under water. roads are flooded. Please respond.
medical,medical,illness,2,omg need help. severe illness. Patient is infant. urgent. send paramedics rn.
medical,medical,unconscious,2,medical emerg. hit head and unconscious. Need emergency medical services.
medical,medical,light_bleeding,3,need help asap. minor bleeding. Patient is infant. disoriented. situation bad. send amb now.
medical,medical,heavy_bleeding,1,need ambulance rn. massive blood loss. Patient is adult female. in and out of consciousness. extremely urgent. need ambulance quick.
disaster,flooding,street_flooding,3,mayday. cant drive flooded. street covered in water. Send emergency services.
disaster,evacuation,voluntary,5,Emergency!. planning to leave. help needed now.
medical,medical,injury,1,guy need help bad. head injry bad. Patient is child. in and out of consciousness. shallow breathing. Need emergency medical services.
medical,medical,illness,2,Please help!. asthma attack cant breathe. Patient is senior citizen. unconscious. getting worse. Need medical help urgently.
disaster,trapped,in_vehicle,2,help us. trapped vehicle. Send someone quickly.
disaster,utility,power_outage,4,Requesting immediate help. electricity out. blackout. send someone quick.
disaster,infrastructure_damage,utility,2,hlp pls. infrastructure damage. Waiting for assistance.
medical,medical,illness,2,hlp. food poisoning suspected. breathing normally. need medical help bad.
medical,medical,injury,1,need help asap. person injered. unresponsive. labored breathing. situation deteriorating rapidly. need medical help bad.
disaster,flooding,flash_flood,1,help needed asap. rapid flooding. Need help now.
disaster,supply_request,water,2,emergency situation. need bottled water. Send someone quickly.
disaster,supply_request,other,,Mayday mayday. need basic necessities. need emergency suplies. Send emergency services.
medical,medical,heavy_bleeding,1,pls help. deep cut bleeding wont stop. Patient is adult male. pls send ambulance asap.
medical,medical,light_bleeding,3,help plz. superficial bleeding. Patient is infant. alert and conscious. pls send ambulance asap.
disaster,structure_damage,light,4,urgent help needed. cracks in walls. minor damage building. send someone quick.
disaster,evacuation,voluntary,5,help needed asap. planning to leave. send help quick.
medical,medical,unconscious,2,Requesting immediate medical help. person passed out. unresponsive. send someone plz.
disaster,supply_request,clothing,4,mayday. need blankets and clothes. pls send help asap.
medical,medical,light_bleeding,3,hlp. scrape bleeding a little. Patient is middle-aged person. extremely urgent. send amb now.
disaster,structure_damage,light,4,hlp pls. light structural damage. Requesting immediate response.
medical,medical,illness,2,omg need help. she dont look good real pale. Patient is infant. hurry pls. need ems.
medical,medical,injury,1,urgent hlp needed. fell and got injured. Patient is elderly woman. shallow breathing. its bad. time critical.
medical,medical,heavy_bleeding,1,emergency pls send help. arterial bleeding. Patient is child. breathing normally. super urgent. respond asap.
medical,medical,unconscious,2,help!!. lost conciousness. Patient is adult male. semi-conscious. severe. send someone fast pls.
disaster,supply_request,other,,Emergency!. need assistance with resources. need suplies. Send someone quickly.
medical,medical,injury,1,Need paramedics now. arm injury. Patient is infant. responsive. Please send ambulance immediately.
disaster,other,,,hlp pls. Please send help immediately.
medical,medical,illness,2,need help asap. person super ill. stopped breathing. need help asap.
disaster,other,,,We need help. pls respond.
disaster,missing_person,child,1,need help now. lost my child. Requesting immediate response.
disaster,infrastructure_damage,road,5,Anyone there?. highway damaged. street destroyed. need help rn.
medical,medical,unconscious,2,hlp. lost consciousness. disoriented. difficulty breathing. Need medical help urgently.
disaster,missing_person,child,1,Mayday mayday. child missing help. Need help now.
disaster,flooding,flash_flood,1,This is an emergency. flash flood coming. Requesting immediate response.
medical,medical,illness,2,Help help. severe vomiting. send amb now.
disaster,fire,wildfire,1,help needed asap. forest fire heading towards us. wildfire coming this way. Waiting for assistance.
disaster,infrastructure_damage,road,5,Urgent situation here. highway damage. hurry pls.
medical,medical,injury,1,medical emerg. twisted ankle cant walk. Patient is young adult. responsive. rapid breathing. send amb now.
medical,medical,light_bleeding,3,Medical emergency!. small cut bleeding. Patient is young adult. super urgent. Please send ambulance immediately.
medical,medical,heavy_bleeding,1,Please help!. so much blood. Patient is middle-aged person. time critical.
disaster,trapped,in_vehicle,2,Anyone there?. trapped vehicle. over n out.
medical,medical,injury,1,emergency pls send help. fell and got injured. not breathing. critical condition. waiting 4 help.
disaster,trapped,in_building,1,help us. trapped in building. Send someone quickly.
disaster,utility,power_outage,4,theres emergency. lost power. respond asap.
medical,medical,illness,2,Urgent medical situation here. guy not breathing right. unresponsive. super urgent. Please send ambulance immediately.
disaster,utility,power_outage,4,Mayday mayday. power is out. waiting for help.
disaster,flooding,house_flooding,2,Emergency!. house flooding bad. hurry pls.
disaster,evacuation,voluntary,5,Requesting immediate help. planning 2 leave. send emergency services.
